UBND Huyện Cẩm Khê|33117|2018.CT.09|Mở|Chưa map|Thủ tục chứng thực chữ ký người dịch mà người dịch không phải là cộng tác viên dịch thuật|2333|2.001008.000.00.00.H44|Thủ tục chứng thực chữ ký người dịch mà người dịch không phải là cộng tác viên dịch thuật
UBND Huyện Cẩm Khê|33119|2018.CT.10|Mở|Chưa map|Thủ tục chứng thực hợp đồng, giao dịch liên quan đến tài sản là động sản|2334||
UBND Huyện Cẩm Khê|33120|2018.CT.11|Mở|Chưa map|Thủ tục chứng thực văn bản thỏa thuận phân chia di sản mà di sản là động sản|2335|2.001050.000.00.00.H44|Thủ tục chứng thực văn bản thỏa thuận phân chia di sản mà di sản là động sản
UBND Huyện Cẩm Khê|33121|2018.CT.12|Mở|Chưa map|Thủ tục chứng thực văn bản khai nhận di sản mà di sản là động sản|2336|2.001052.000.00.00.H44|Thủ tục chứng thực văn bản khai nhận di sản mà di sản là động sản
UBND Huyện Cẩm Khê|33122|2019C.MT.01|Mở|Đã map|Xác nhận Kế hoạch bảo vệ môi trường|2337||
UBND Huyện Cẩm Khê|33123|2018.GD.032|Mở|Đã map|Chuyển trường đối với học sinh tiểu học|2338|1.005099.000.00.00.H44|Chuyển trường đối với học sinh tiểu học
UBND Huyện Cẩm Khê|33127|2020.GDNN.04|Mở|Chưa map|Cấp chính sách nội trú cho học sinh, sinh viên tham gia chương trình đào tạo trình độ cao đẳng, trung cấp tại các cơ sở giáo dục nghề nghiệp tư thục hoặc cơ sở giáo dục có vốn đầu tư nước ngoài|2339||
UBND Huyện Cẩm Khê|33128|2018M.05|Mở|Chưa map|Thủ tục thực hiện hỗ trợ khi hòa giải viên gặp tai nạn hoặc rủi ro ảnh hưởng đến sức khỏe, tính mạng trong khi thực hiện hoạt động hòa giải|2340||
UBND Huyện Cẩm Khê|33138|2019C.KS.01|Mở|Chưa map|Chấp thuận cho san gạt mặt bằng hạ cốt nền đối với hộ gia đình, cá nhân san gạt mặt bằng, hạ cốt nền đối với đất sản xuất, đất vườn đã được giao|2341||
UBND Huyện Cẩm Khê|33139|2018.CTM.01|Mở|Đã map|Cấp Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai|2342|2.001283.000.00.00.H44|Cấp Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai
UBND Huyện Cẩm Khê|33140|2018.CTM.02|Mở|Chưa map|Cấp lại Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai|2343|2.001270.000.00.00.H44|Cấp lại Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai
UBND Huyện Cẩm Khê|33141|2018.CTM.03|Mở|Chưa map|Cấp điều chỉnh Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai|2344|2.001261.000.00.00.H44|Cấp điều chỉnh Giấy chứng nhận đủ điều kiện cửa hàng bán lẻ LPG chai
UBND Huyện Cẩm Khê|33142|2018.LDTLBH.01|Mở|Đã map|Gửi thang lương, bảng lương, định mức lao động của doanh nghiệp.|2345||
UBND Huyện Cẩm Khê|33143|2018.LDTLBH.02|Mở|Chưa map|Giải quyết tranh chấp lao động tập thể về quyền.|2346|1.004959.000.00.00.H44|Giải quyết tranh chấp lao động tập thể về quyền
UBND Huyện Cẩm Khê|33147|2018.LTHH.004|Mở|Đã map|Cấp Giấy phép bán lẻ sản phẩm thuốc lá|2347|2.000181.000.00.00.H44|Cấp Giấy phép bán lẻ sản phẩm thuốc lá
UBND Huyện Cẩm Khê|33148|2018.LTHH.006|Mở|Đã map|Cấp lại Giấy phép bán lẻ sản phẩm thuốc lá|2348|2.000150.000.00.00.H44|Cấp lại Giấy phép bán lẻ sản phẩm thuốc lá
UBND Huyện Cẩm Khê|33149|2018.LTHH.005|Mở|Chưa map|Cấp sửa đổi, bổ sung Giấy phép bán lẻ sản phẩm thuốc lá|2349||
UBND Huyện Cẩm Khê|33150|2018.LTHHTN.01|Mở|Đã map|Cấp Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh|2350|2.000633.000.00.00.H44|Cấp Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh
UBND Huyện Cẩm Khê|33151|2018.LTHHTN.02|Mở|Chưa map|Cấp sửa đổi, bổ sung Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh|2351||
UBND Huyện Cẩm Khê|33152|2018.LTHHTN.03|Mở|Chưa map|Cấp lại Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh|2352|1.001279.000.00.00.H44|Cấp lại Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh
UBND Huyện Cẩm Khê|33153|2018.LTHHTN.04|Mở|Đã map|Cấp Giấy phép bán lẻ rượu|2353|2.000620.000.00.00.H44|Cấp Giấy phép bán lẻ rượu
UBND Huyện Cẩm Khê|33154|2018.LTHHTN.05|Mở|Chưa map|Cấp sửa đổi, bổ sung Giấy phép bán lẻ rượu|2354||
UBND Huyện Cẩm Khê|33155|2018.LTHHTN.06|Mở|Chưa map|Cấp lại Giấy phép bán lẻ rượu|2355||
UBND Huyện Cẩm Khê|33163|2019.GDBD.01|Mở|Đã map|Đăng ký thế chấp quyền sử dụng đất, tài sản gắn liền với đất 
(gồm trường hợp đăng ký thế chấp quyền sử dụng đất hoặc đăng ký thế chấp quyền sử dụng đất đồng thời với tài sản gắn liền với đất hoặc đăng ký thế chấp tài sản gắn liền với đất)|2356||
UBND Huyện Cẩm Khê|33164|2019.GDBD.03|Mở|Đã map|Đăng ký thế chấp tài sản gắn liền với đất không phải là nhà ở mà tài sản đó đã hình thành nhưng chưa được chứng nhận quyền sở hữu trên Giấy chứng nhận|2357|1.003862.000.00.00.H44|Đăng ký thế chấp tài sản gắn liền với đất không phải là nhà ở mà tài sản đó đã hình thành nhưng chưa được chứng nhận quyền sở hữu trên Giấy chứng nhận
UBND Huyện Cẩm Khê|33170|2019.GDBD.09|Mở|Đã map|Xóa đăng ký biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất|2358||
UBND Huyện Cẩm Khê|33173|2017.NCC.09|Mở|Chưa map|Thủ tục giải quyết chế độ ưu đãi đối với Bà mẹ Việt Nam anh hùng|2359||
UBND Huyện Cẩm Khê|33174|2018.NCC.02|Mở|Đã map|Cấp giấy giới thiệu đi di chuyển hài cốt liệt sỹ và hỗ trợ đi thăm viếng mộ liệt sĩ|2360||
UBND Huyện Cẩm Khê|33175|2018.NCC.03|Mở|Chưa map|Hỗ trợ người có công đi làm phương tiện, dụng cụ trợ giúp chỉnh hình; đi điều trị phục hồi chức năng|2361||
UBND Huyện Cẩm Khê|33176|2018.NCC.05|Mở|Chưa map|Xác nhận liệt sỹ đối với người không thuộc quân đội, công an hy sinh trong chiến tranh từ ngày 31/12/1994 trở về trước không còn giấy tờ|2362||
UBND Huyện Cẩm Khê|33177|2018.NCC.06|Mở|Chưa map|Trợ cấp một lần hoặc trợ cấp hàng tháng đối với Anh hùng lực lượng vũ trang và Anh hùng lao động trong thời kỳ kháng chiến|2363||
UBND Huyện Cẩm Khê|33178|2018.NCC.07|Mở|Chưa map|Giải quyết chế độ đối với người tham gia hoạt động cách mạng, hoạt động kháng chiến bị địch bắt tù đày|2364||
UBND Huyện Cẩm Khê|33179|2018.NCC.08|Mở|Chưa map|Thủ tục giải quyết chế độ đối với người hoạt động kháng chiến giải phóng dân tộc và làm nhiệm vụ quốc tế|2365||
UBND Huyện Cẩm Khê|33182|2017.NCC.03|Mở|Chưa map|Thủ tục mua bảo hiểm y tế đối với người có công và thân nhân|2366|1.002738.000.00.00.H44|Thủ tục mua bảo hiểm y tế đối với người có công và thân nhân
UBND Huyện Cẩm Khê|33184|2020M.VHTT.11|Mở|Chưa map|Thủ tục đăng ký tổ chức lễ hội|2367||
UBND Huyện Cẩm Khê|33185|2020M.VHTT.12|Mở|Chưa map|Thủ tục thông báo tổ chức lễ hội|2368|1.003622.000.00.00.H44|Thủ tục thông báo tổ chức lễ hội cấp xã
UBND Huyện Cẩm Khê|33187|2020M.VHTT.03|Mở|Đã map|Công nhận lần đầu “Cơ quan đạt chuẩn văn hóa”, “Đơn vị đạt chuẩn văn hóa”, “Doanh nghiệp đạt chuẩn văn hóa”|2369||
UBND Huyện Cẩm Khê|33190|2020M.VHTT.04|Mở|Đã map|Thủ tục công nhận lần đầu “Xã đạt chuẩn văn hóa nông thôn mới”|2370||
UBND Huyện Cẩm Khê|33191|2020M.VHTT.05|Mở|Đã map|Thủ tục công nhận lại “Xã đạt chuẩn văn hóa nông thôn mới”|2371||
UBND Huyện Cẩm Khê|33192|2020M.VHTT.06|Mở|Chưa map|Thủ tục công nhận lần đầu “Phường, Thị trấn đạt chuẩn văn minh đô thị”|2372||
UBND Huyện Cẩm Khê|33193|2020M.VHTT.07|Mở|Chưa map|Thủ tục công nhận lại “Phường, Thị trấn đạt chuẩn văn minh đô thị”|2373||
UBND Huyện Cẩm Khê|33194|2020M.VHTT.08|Mở|Chưa map|Đăng ký hoạt động thư viện tư nhân có vốn sách ban đầu từ 1.000 bản đến dưới 2.000 bản|2374||
UBND Huyện Cẩm Khê|33199|2018M.NV.01|Mở|Đã map|Thủ tục thông báo mở lớp bồi dưỡng về tôn giáo theo quy định tại khoản 2 Điều 41 Luật tín ngưỡng, tôn giáo|2375||
UBND Huyện Cẩm Khê|33200|2018M.NV.02|Mở|Chưa map|Thủ tục thông báo danh mục hoạt động tôn giáo đối với tổ chức có địa bàn hoạt động tôn giáo ở nhiều xã thuộc một huyện|2376|2.000267.000.00.00.H44|Thủ tục thông báo danh mục hoạt động tôn giáo đối với tổ chức có địa bàn hoạt động tôn giáo ở nhiều xã thuộc một huyện
UBND Huyện Cẩm Khê|33201|2018M.NV.03|Mở|Chưa map|Thủ tục thông báo danh mục hoạt động tôn giáo bổ sung đối với tổ chức có địa bàn hoạt động tôn giáo ở nhiều xã thuộc một huyện|2377|1.000316.000.00.00.H44|Thủ tục thông báo danh mục hoạt động tôn giáo bổ sung đối với tổ chức có địa bàn hoạt động tôn giáo ở nhiều xã thuộc một huyện
UBND Huyện Cẩm Khê|33202|2018M.NV.04|Mở|Chưa map|Thủ tục thông báo tổ chức hội nghị thường niên của tổ chức tôn giáo, tổ chức tôn giáo trực thuộc có địa bàn hoạt động ở một huyện|2378||
UBND Huyện Cẩm Khê|33203|2018M.NV.05|Mở|Chưa map|Thủ tục đề nghị tổ chức đại hội của tổ chức tôn giáo, tổ chức tôn giáo trực thuộc, tổ chức được cấp chứng nhận đăng ký hoạt động tôn giáo có địa bàn hoạt động ở một huyện|2379||
UBND Huyện Cẩm Khê|33204|2018M.NV.06|Mở|Chưa map|Thủ tục đề nghị tổ chức cuộc lễ ngoài cơ sở tôn giáo, địa điểm hợp pháp đã đăng ký có quy mô tổ chức ở một huyện|2380||
UBND Huyện Cẩm Khê|33205|2018M.NV.07|Mở|Chưa map|Thủ tục đề nghị giảng đạo ngoài địa bàn phụ trách, cơ sở tôn giáo, địa điểm hợp pháp đã đăng ký có quy mô tổ chức ở một huyện|2381||
UBND Huyện Cẩm Khê|33206|2018M.NV.08|Mở|Chưa map|Thủ tục thông báo tổ chức quyên góp ngoài địa bàn một xã nhưng trong địa bàn một huyện, quận, thị xã, thành phố thuộc tỉnh, thành phố thuộc thành phố trực thuộc trung ương của cơ sở tín ngưỡng, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc|2382||
UBND Huyện Cẩm Khê|33207|2018.NCC.16|Mở|Chưa map|Thủ tục hỗ trợ, di chuyển hài cốt liệt sĩ|2383||
UBND Huyện Cẩm Khê|33208|2018.NCC.21|Mở|Chưa map|Thủ tục thực hiện chế độ trợ cấp một lần đối với người có thành tích tham gia kháng chiến được tặng Bằng khen của Thủ tướng Chính phủ, Bằng khen của Bộ trưởng, Thủ trưởng cơ quan ngang Bộ, Thủ trưởng cơ quan thuộc Chính phủ, Bằng khen của Chủ tịch UBND cấp tỉnh.|2384||
UBND Huyện Cẩm Khê|33209|2018.NCC.14|Mở|Chưa map|Giải quyết chế độ đối với người hoạt động kháng chiến và con đẻ của họ bị nhiễm chất độc hóa học|2385|1.010752|Giải quyết chế độ đối với người hoạt động kháng chiến và con đẻ của họ bị nhiễm chất độc hóa học
UBND Huyện Cẩm Khê|33210|2018.NCC.19|Mở|Chưa map|Thủ tục lập Sổ theo dõi và cấp phương tiện trợ giúp, dụng cụ chỉnh hình|2386||
UBND Huyện Cẩm Khê|33211|2018.NCC.20|Mở|Chưa map|Thủ tục giải quyết chế độ trợ cấp một lần đối với người được cử làm chuyên gia sang giúp Lào, Căm - pu - chia.|2387||
UBND Huyện Cẩm Khê|33212|2018.NCC.11|Mở|Đã map|Thủ tục hưởng mai táng phí, trợ cấp một lần khi người có công với cách mạng từ trần|2388||
UBND Huyện Cẩm Khê|33213|2019C.TNMT.01|Mở|Chưa map|Hồ sơ chủ trương cho phép chuyển mục đích sử dụng đất và điều chỉnh thời hạn sử dụng đất đối với hộ gia đình, cá nhân|2389||
UBND Huyện Cẩm Khê|33214|2019C.TNMT.02|Mở|Chưa map|Giao đất, cho thuê đất cho hộ gia đình, cá nhân để thực hiện dự án đầu tư đối với trường hợp giao đất, cho thuê đất không thông qua hình thức đấu giá quyền sử dụng đất |2390||
UBND Huyện Cẩm Khê|33215|2019C.TNMT.03|Mở|Chưa map|Gia hạn sử dụng đất đối với hộ gia đình, cá nhân|2391||
UBND Huyện Cẩm Khê|33216|2019C.TNMT.04|Mở|Chưa map|Thu hồi đất vì mục đích quốc phòng, an ninh; phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng|2392||
UBND Huyện Cẩm Khê|33217|2019C.TNMT.05|Mở|Chưa map|Giải quyết tranh chấp đất đai thuộc thẩm quyền của Chủ tịch UBND cấp huyện|2393||
UBND Huyện Cẩm Khê|33218|2018.NCC.18|Mở|Chưa map|Thủ tục xác nhận thương binh, người hưởng chính sách như thương binh đối với người bị thương không thuộc lực lượng quân đội, công an trong chiến tranh từ ngày 31/12/1991 trở về trước không còn giấy tờ|2394||
UBND Huyện Cẩm Khê|33219|2018.NCC.15|Mở|Chưa map|Thủ tục thực hiện chế độ ưu đãi trong giáo dục, đào tạo đối với người có công với cách mạng và con của họ|2395||
UBND Huyện Cẩm Khê|33220|2018.PCTNXH.01|Mở|Chưa map|Hỗ trợ học văn hóa, học nghề, trợ cấp khó khăn ban đầu cho nạn nhân|2396||
UBND Huyện Cẩm Khê|33223|2019.TL.01|Mở|Chưa map|Thẩm định, phê duyệt quy trình vận hành đối với công trình thủy lợi do UBND cấp tỉnh phân cấp (UBND huyện phê duyệt)|2397||
UBND Huyện Cẩm Khê|33224|2019.TL.02|Mở|Chưa map|Thẩm định, phê duyệt, điều chỉnh và công bố công khai quy trình vận hành hồ chứa nước thuộc thẩm quyền của UBND huyện|2398||
UBND Huyện Cẩm Khê|33225|2019.TL.03|Mở|Chưa map|Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình, vùng hạ du đập trong quá trình thi công thuộc thẩm quyền của UBND huyện (trên địa bàn từ 02 xã trở lên)|2399||
UBND Huyện Cẩm Khê|33226|2019.TL.04|Mở|Chưa map|Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình, vùng hạ du đập trong quá trình thi công thuộc thẩm quyền của UBND huyện (trên địa bàn từ 02 xã trở lên).|2400||
UBND Huyện Cẩm Khê|33227|2019.TL.05|Mở|Chưa map|Thẩm định, phê duyệt phương án ứng phó với tình huống khẩn cấp thuộc thẩm quyền của UBND huyện (trên địa bàn từ 02 xã trở lên)|2401||
UBND Huyện Cẩm Khê|33228|2018.QLNN.01|Mở|Đã map|Tặng thưởng Giấy khen của Chủ tịch UBND cấp huyện về thành tích thực hiện nhiệm vụ chính trị|2402||
UBND Huyện Cẩm Khê|33229|2018.QLNN.02|Mở|Đã map|Tặng danh hiệu “Tập thể lao động tiên tiến” |2403||
UBND Huyện Cẩm Khê|33230|2018.QLNN.03|Mở|Chưa map|Tặng thưởng Giấy khen của Chủ tịch UBND cấp huyện cho gia đình|2404||
UBND Huyện Cẩm Khê|33231|2018.QLNN.04|Mở|Đã map|Tặng danh hiệu &#34;Chiến sĩ thi đua cơ sở&#34; |2405||
UBND Huyện Cẩm Khê|33232|2018.QLNN.05|Mở|Đã map|Tặng danh hiệu “lao động tiên tiến” |2406||
UBND Huyện Cẩm Khê|33233|2018.QLNN.06|Mở|Đã map|Tặng thưởng Giấy khen của Chủ tịch UBND cấp huyện về thành tích thi đua theo đợt, chuyên đề|2407||
UBND Huyện Cẩm Khê|33234|2018.QLNN.07|Mở|Chưa map|Tặng thưởng Giấy khen của Chủ tịch UBND cấp huyện về thành tích đột xuất|2408||
UBND Huyện Cẩm Khê|33235|2018.QLNN.08|Mở|Chưa map|Tặng thưởng Giấy khen của Chủ tịch UBND cấp huyện về khen thưởng đối ngoại|2409||
UBND Huyện Cẩm Khê|33236|2018.VHTT.02|Mở|Chưa map|Khai báo hoạt động cơ sở dịch vụ photocopy|2410||
UBND Huyện Cẩm Khê|33237|2018.VHTT.05|Mở|Chưa map|Thay đổi thông tin khai báo hoạt động cơ sở dịch vụ photocopy|2411|2.001762.000.00.00.H44|Thay đổi thông tin khai báo hoạt động cơ sở dịch vụ photocopy (cấp huyện)
UBND Huyện Cẩm Khê|33238|2018.KD.01|Mở|Đã map|Đăng ký thành lập hộ kinh doanh|2412|1.001612.000.00.00.H44|Đăng ký thành lập hộ kinh doanh
UBND Huyện Cẩm Khê|33239|2018.KD.02|Mở|Đã map|Đăng ký thay đổi nội dung đăng ký hộ kinh doanh|2413|2.000720.000.00.00.H44|Đăng ký thay đổi nội dung đăng ký hộ kinh doanh
UBND Huyện Cẩm Khê|33240|2018.KD.03|Mở|Chưa map|Tạm ngừng hoạt động hộ kinh doanh|2414||
UBND Huyện Cẩm Khê|33241|2018.KD.04|Mở|Chưa map|Chấm dứt hoạt động hộ kinh doanh|2415|1.001266.000.00.00.H44|Chấm dứt hoạt động hộ kinh doanh
UBND Huyện Cẩm Khê|33242|2018.KD.05|Mở|Đã map|Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh|2416|2.000575.000.00.00.H44|Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh
UBND Huyện Cẩm Khê|33243|2018.QLNN.09|Mở|Chưa map|Công nhận ban vận động thành lập hội|2417||
UBND Huyện Cẩm Khê|33244|2018.QLNN.10|Mở|Chưa map|Thành lập hội|2418||
UBND Huyện Cẩm Khê|33245|2018.QLNN.11|Mở|Đã map|Phê duyệt điều lệ hội|2419||
UBND Huyện Cẩm Khê|33246|2018.QLNN.12|Mở|Đã map|Chia, tách; sáp nhập; hợp nhất hội|2420||
UBND Huyện Cẩm Khê|33247|2018.QLNN.13|Mở|Chưa map|Đổi tên hội|2421||
UBND Huyện Cẩm Khê|33248|2018.QLNN.14|Mở|Chưa map|Hội tự giải thể|2422||
UBND Huyện Cẩm Khê|33249|2018.QLNN.15|Mở|Đã map|Báo cáo tổ chức đại hội nhiệm kỳ, đại hội bất thường của hội|2423||
UBND Huyện Cẩm Khê|33250|2018.QLNN.16|Mở|Chưa map|Cấp giấy phép thành lập và công nhận điều lệ quỹ|2424|1.005209.000.00.00.H44|Thủ tục cấp giấy phép thành lập và công nhận điều lệ quỹ
UBND Huyện Cẩm Khê|33251|2018.QLNN.17|Mở|Chưa map|Công nhận quỹ đủ điều kiện hoạt động và công nhận thành viên Hội đồng quản lý quỹ|2425|1.005208.000.00.00.H44|Thủ tục công nhận quỹ đủ điều kiện hoạt động và công nhận thành viên hội đồng quản lý quỹ cấp huyện
UBND Huyện Cẩm Khê|33252|2018.QLNN.18|Mở|Chưa map|Công nhận thay đổi, bổ sung thành viên Hội đồng quản lý quỹ|2426||
UBND Huyện Cẩm Khê|33253|2018.QLNN.19|Mở|Chưa map|Thay đổi giấy phép thành lập và công nhận điều lệ (sửa đổi, bổ sung) quỹ|2427||
UBND Huyện Cẩm Khê|33254|2018.QLNN.20|Mở|Đã map|Cấp lại giấy phép thành lập và công nhận điều lệ quỹ|2428|1.005206.000.00.00.H44|Thủ tục cấp lại giấy phép thành lập và công nhận điều lệ quỹ
UBND Huyện Cẩm Khê|33255|2018.QLNN.21|Mở|Chưa map|Cho phép quỹ hoạt động trở lại sau khi bị tạm đình chỉ hoạt động|2429|1.005205.000.00.00.H44|Thủ tục cho phép quỹ hoạt động trở lại sau khi bị tạm đình chỉ hoạt động
UBND Huyện Cẩm Khê|33256|2018.QLNN.22|Mở|Chưa map|Hợp nhất, sáp nhập, chia, tách quỹ|2430||
UBND Huyện Cẩm Khê|33257|2018.QLNN.23|Mở|Chưa map|Đổi tên quỹ|2431||
UBND Huyện Cẩm Khê|33258|2018.QLNN.24|Mở|Chưa map|Quỹ tự giải thể|2432||
UBND Huyện Cẩm Khê|33259|2019.PBGDPL.01|Mở|Chưa map|Công nhận báo cáo viên pháp luật|2433||
UBND Huyện Cẩm Khê|33260|2019.PBGDPL.02|Mở|Chưa map|Miễn nhiệm báo cáo viên pháp luật|2434||
UBND Huyện Yên Lập|33261|2019X.YT.01|Mở|Đã map|Xét hưởng chính sách hỗ trợ cho đối tượng sinh con đúng chính sách dân số|2435|1.005364.000.00.00.H44|Xét hưởng chính sách hỗ trợ cho đối tượng sinh con đúng chính sách dân số
UBND Huyện Yên Lập|33262|2019X.TL.01|Mở|Chưa map|Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình, vùng hạ du đập trong quá trình thi công thuộc thẩm quyền của UBND cấp xã|2436||
UBND Huyện Yên Lập|33263|2019X.TL.02|Mở|Chưa map|Thẩm định, phê duyệt phương án ứng phó với tình huống khẩn cấp thuộc thẩm quyền của UBND cấp xã|2437||
UBND Huyện Yên Lập|33268|2019X.TT.01|Mở|Đã map|Đăng ký chuyển đổi cơ cấu cây trồng từ trồng lúa sang trồng cây hàng năm, cây lâu năm hoặc trồng lúa kết hợp nuôi trồng thủy sản trên đất trồng lúa|2438||
UBND Huyện Yên Lập|33269|2019X.TDKT.01|Mở|Đã map|Tặng thưởng Giấy khen của Chủ tịch UBND cấp xã về thực hiện nhiệm vụ chính trị|2439||
UBND Huyện Yên Lập|33270|2019X.TDKT.02|Mở|Chưa map|Tặng Giấy khen của Chủ tịch UBND cấp xã về thành tích thi đua theo đợt hoặc chuyên đề|2440|2.000346.000.00.00.H44|Thủ tục tặng Giấy khen của Chủ tịch UBND cấp xã về thành tích thi đua theo đợt hoặc chuyên đề
UBND Huyện Yên Lập|33271|2019X.TDKT.03|Mở|Chưa map|Tặng Giấy khen của Chủ tịch UBND cấp xã về thành tích đột xuất|2441|2.000337.000.00.00.H44|Thủ tục tặng Giấy khen của Chủ tịch UBND cấp xã về thành tích đột xuất
UBND Huyện Yên Lập|33272|2019X.TDKT.04|Mở|Chưa map|Công nhận danh hiệu Gia đình văn hóa|2442||
UBND Huyện Yên Lập|33273|2019X.TDKT.05|Mở|Chưa map|Tặng danh hiệu Lao động tiên tiến|2443|2.000385.000.00.00.H44|Thủ tục tặng danh hiệu Lao động tiên tiến
UBND Huyện Yên Lập|33274|2018.TGTN.CX.05|Mở|Đã map|Thông báo danh mục hoạt động tôn giáo bổ sung đối với tổ chức có địa bàn hoạt động tôn giáo ở một xã|2444|1.001085.000.00.00.H44|Thủ tục thông báo danh mục hoạt động tôn giáo bổ sung đối với tổ chức có địa bàn hoạt động tôn giáo ở một xã
UBND Huyện Yên Lập|33275|2019X.VHTT.01|Mở|Chưa map|Đăng ký hoạt động thư viện tư nhân có vốn sách ban đầu từ 500 bản đến dưới 1.000 bản|2445||
UBND Huyện Yên Lập|33276|2019X.VHTT.02|Mở|Chưa map|Thông báo tổ chức Lễ hội|2446||
UBND Huyện Yên Lập|33277|2019X.VHTT.04|Mở|Đã map|Xét tặng Giấy khen gia đình văn hóa|2447|1.001120.000.00.00.H44|Thủ tục xét tặng Giấy khen Gia đình văn hóa
UBND Huyện Yên Lập|33278|2019X.VHTT.03|Mở|Đã map|Xét tặng danh hiệu Gia đình văn hóa hàng năm|2448|1.000954.000.00.00.H44|Thủ tục xét tặng danh hiệu Gia đình văn hóa hàng năm
UBND Huyện Yên Lập|33279|2019X.VHTT.05|Mở|Chưa map|Công nhận câu lạc bộ thể thao cơ sở|2449|2.000794.000.00.00.H44|Thủ tục công nhận câu lạc bộ thể thao cơ sở
UBND Huyện Yên Lập|33280|2019X.LT.01|Mở|Đã map|Liên thông đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi|2450||
UBND Huyện Yên Lập|33281|2019X.LT.02|Mở|Đã map|Liên thông đăng ký khai sinh, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi|2451||
UBND Huyện Yên Lập|33282|2019X.GDPL.01|Mở|Chưa map|Công nhận tuyên truyền viên pháp luật|2452|2.001457.000.00.00.H44|Thủ tục công nhận tuyên truyền viên pháp luật
UBND Huyện Yên Lập|33283|2019X.GDPL.02|Mở|Chưa map|Miễn nhiệm tuyên truyền viên pháp luật|2453||
UBND Huyện Yên Lập|33285|2019X.HGCS.01|Mở|Chưa map|Công nhận hòa giải viên|2454||
UBND Huyện Yên Lập|33286|2019X.HGCS.02|Mở|Chưa map|Thực hiện hỗ trợ khi hòa giải viên gặp tai nạn hoặc rủi ro ảnh hướng đến sức khỏe, tính mạng trong khi thực hiện hoạt động hòa giải|2455||
UBND Huyện Yên Lập|33287|2019X.HGCS.03|Mở|Chưa map|Công nhận tổ trưởng tổ hòa giải|2456||
UBND Huyện Yên Lập|33288|2019X.HGCS.04|Mở|Chưa map|Thôi làm hòa viên|2457||
UBND Huyện Yên Lập|33289|2019X.HGCS.05|Mở|Chưa map|Thanh toán thù lao cho hòa giải viên|2458|2.002080.000.00.00.H44|Thủ tục thanh toán thù lao cho hòa giải viên
UBND Huyện Yên Lập|33290|2019X.TNMT.06|Mở|Chưa map|Gia hạn sử dụng đất ngoài khu công nghệ cao, khu kinh tế (Cấp Xã)|2459||
UBND Huyện Yên Lập|33291|2019X.TNMT.07|Mở|Chưa map|Xác nhận tiếp tục sử dụng đất nông nghiệp của hộ gia đình, cá nhân khi hết hạn sử dụng đất đối với trường hợp có nhu cầu (Cấp Xã)|2460||
UBND Huyện Yên Lập|33292|2019X.TNMT.14|Mở|Đã map|Đăng ký đất đai lần đầu đối với trường hợp được Nhà nước giao đất để quản lý (Cấp Xã)|2461||
UBND Huyện Yên Lập|33293|2019X.TNMT.15|Mở|Đã map|Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp chuyển nhượng, cho thuê, cho thuê lại, thừa kế, tặng cho, góp vốn bằng quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất; chuyển quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất của vợ hoặc chồng thành của chung vợ và chồng; tăng thêm diện tích do nhận chuyển nhượng, thừa kế, tặng cho quyền sử dụng đất đã có Giấy chứng nhận (Cấp Xã)|2462||
UBND Huyện Yên Lập|33294|2019X.TNMT.16|Mở|Đã map|Đăng ký với trường hợp chuyển mục đích sử dụng đất không phải xin phép cơ quan Nhà nước có thẩm quyền|2463||
UBND Huyện Đoan Hùng|33308|2020.BTXH.01|Mở|Chưa map|Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng cho đối tượng bảo trợ xã hội (bao gồm cả người khuyết tật, người khuyết tật mang thai, nuôi con dưới 36 tháng tuổi)|2464||
UBND Huyện Đoan Hùng|33309|2020.BTXH.02|Mở|Chưa map|Thực hiện trợ cấp xã hội hàng tháng khi đối tượng thay đổi nơi cư trú trong cùng địa bàn quận, huyện, thị xã, thành phố thuộc tỉnh|2465||
